Date,Close,Open,High,Low
31/12/2024,116.0499,116.0499,116.0499,116.0499
30/12/2024,116.3097,116.3097,116.3097,116.3097
27/12/2024,116.8599,116.8599,116.8599,116.8599
26/12/2024,116.6487,116.6487,116.6487,116.6487
24/12/2024,116.5521,116.5521,116.5521,116.5521
23/12/2024,116.6504,116.6504,116.6504,116.6504
20/12/2024,116.0579,116.0579,116.0579,116.0579
19/12/2024,117.4964,117.4964,117.4964,117.4964
18/12/2024,118.4233,118.4233,118.4233,118.4233
17/12/2024,118.9837,118.9837,118.9837,118.9837
16/12/2024,120.2326,120.2326,120.2326,120.2326
13/12/2024,120.5711,120.5711,120.5711,120.5711
12/12/2024,119.7702,119.7702,119.7702,119.7702
11/12/2024,120.1105,120.1105,120.1105,120.1105
10/12/2024,120.0132,120.0132,120.0132,120.0132
09/12/2024,120.0081,120.0081,120.0081,120.0081
06/12/2024,120.23,120.23,120.23,120.23
05/12/2024,120.3473,120.3473,120.3473,120.3473
04/12/2024,119.4241,119.4241,119.4241,119.4241
03/12/2024,119.3133,119.3133,119.3133,119.3133
02/12/2024,118.623,118.623,118.623,118.623
29/11/2024,118.0021,118.0021,118.0021,118.0021
28/11/2024,117.1689,117.1689,117.1689,117.1689
27/11/2024,118.4765,118.4765,118.4765,118.4765
26/11/2024,118.2014,118.2014,118.2014,118.2014
25/11/2024,118.2873,118.2873,118.2873,118.2873
22/11/2024,117.0833,117.0833,117.0833,117.0833
21/11/2024,115.0584,115.0584,115.0584,115.0584
19/11/2024,115.6083,115.6083,115.6083,115.6083
18/11/2024,115.3369,115.3369,115.3369,115.3369
14/11/2024,115.5886,115.5886,115.5886,115.5886
13/11/2024,115.652,115.652,115.652,115.652
12/11/2024,116.9138,116.9138,116.9138,116.9138
11/11/2024,117.8867,117.8867,117.8867,117.8867
08/11/2024,117.8772,117.8772,117.8772,117.8772
07/11/2024,118.0471,118.0471,118.0471,118.0471
06/11/2024,119.0831,119.0831,119.0831,119.0831
05/11/2024,117.9846,117.9846,117.9846,117.9846
04/11/2024,117.2087,117.2087,117.2087,117.2087
31/10/2024,117.954,117.954,117.954,117.954
30/10/2024,118.4576,118.4576,118.4576,118.4576
29/10/2024,118.8971,118.8971,118.8971,118.8971
28/10/2024,118.3381,118.3381,118.3381,118.3381
25/10/2024,117.816,117.816,117.816,117.816
24/10/2024,118.6516,118.6516,118.6516,118.6516
23/10/2024,118.7944,118.7944,118.7944,118.7944
22/10/2024,117.816,117.816,117.816,117.816
21/10/2024,120.1132,120.1132,120.1132,120.1132
18/10/2024,120.459,120.459,120.459,120.459
17/10/2024,120.1218,120.1218,120.1218,120.1218
16/10/2024,121.0136,121.0136,121.0136,121.0136
15/10/2024,121.3593,121.3593,121.3593,121.3593
14/10/2024,121.5446,121.5446,121.5446,121.5446
11/10/2024,120.9394,120.9394,120.9394,120.9394
10/10/2024,121.0805,121.0805,121.0805,121.0805
09/10/2024,121.0607,121.0607,121.0607,121.0607
08/10/2024,121.0348,121.0348,121.0348,121.0348
07/10/2024,120.2119,120.2119,120.2119,120.2119
04/10/2024,121.0865,121.0865,121.0865,121.0865
03/10/2024,122.0696,122.0696,122.0696,122.0696
01/10/2024,124.1553,124.1553,124.1553,124.1553
30/09/2024,124.1531,124.1531,124.1531,124.1531
27/09/2024,125.526,125.526,125.526,125.526
26/09/2024,125.694,125.694,125.694,125.694
25/09/2024,124.8803,124.8803,124.8803,124.8803
24/09/2024,124.6342,124.6342,124.6342,124.6342
23/09/2024,124.6267,124.6267,124.6267,124.6267
20/09/2024,124.0046,124.0046,124.0046,124.0046
19/09/2024,122.5784,122.5784,122.5784,122.5784
18/09/2024,122.4654,122.4654,122.4654,122.4654
17/09/2024,122.6051,122.6051,122.6051,122.6051
16/09/2024,122.4969,122.4969,122.4969,122.4969
13/09/2024,122.3408,122.3408,122.3408,122.3408
12/09/2024,122.4496,122.4496,122.4496,122.4496
11/09/2024,120.6883,120.6883,120.6883,120.6883
10/09/2024,121.08,121.08,121.08,121.08
09/09/2024,120.6501,120.6501,120.6501,120.6501
06/09/2024,120.3327,120.3327,120.3327,120.3327
05/09/2024,121.4329,121.4329,121.4329,121.4329
04/09/2024,121.607,121.607,121.607,121.607
03/09/2024,121.8991,121.8991,121.8991,121.8991
02/09/2024,121.8955,121.8955,121.8955,121.8955
30/08/2024,121.8024,121.8024,121.8024,121.8024
29/08/2024,121.452,121.452,121.452,121.452
28/08/2024,121.145,121.145,121.145,121.145
27/08/2024,121.0061,121.0061,121.0061,121.0061
26/08/2024,120.9215,120.9215,120.9215,120.9215
23/08/2024,120.2364,120.2364,120.2364,120.2364
22/08/2024,120.1949,120.1949,120.1949,120.1949
21/08/2024,119.9938,119.9938,119.9938,119.9938
20/08/2024,119.7794,119.7794,119.7794,119.7794
19/08/2024,119.2704,119.2704,119.2704,119.2704
16/08/2024,119.0899,119.0899,119.0899,119.0899
14/08/2024,117.5668,117.5668,117.5668,117.5668
13/08/2024,117.5442,117.5442,117.5442,117.5442
12/08/2024,118.3024,118.3024,118.3024,118.3024
09/08/2024,118.3684,118.3684,118.3684,118.3684
08/08/2024,117.4364,117.4364,117.4364,117.4364
07/08/2024,118.1571,118.1571,118.1571,118.1571
06/08/2024,116.8562,116.8562,116.8562,116.8562
05/08/2024,117.167,117.167,117.167,117.167
02/08/2024,119.7764,119.7764,119.7764,119.7764
01/08/2024,120.9233,120.9233,120.9233,120.9233
31/07/2024,120.8039,120.8039,120.8039,120.8039
30/07/2024,120.5265,120.5265,120.5265,120.5265
29/07/2024,120.5265,120.5265,120.5265,120.5265
26/07/2024,120.3805,120.3805,120.3805,120.3805
25/07/2024,118.7389,118.7389,118.7389,118.7389
24/07/2024,118.7946,118.7946,118.7946,118.7946
23/07/2024,119.039,119.039,119.039,119.039
22/07/2024,119.2182,119.2182,119.2182,119.2182
19/07/2024,119.1262,119.1262,119.1262,119.1262
18/07/2024,120.2558,120.2558,120.2558,120.2558
16/07/2024,119.6991,119.6991,119.6991,119.6991
15/07/2024,119.6757,119.6757,119.6757,119.6757
12/07/2024,119.3357,119.3357,119.3357,119.3357
11/07/2024,118.6864,118.6864,118.6864,118.6864
10/07/2024,118.7291,118.7291,118.7291,118.7291
09/07/2024,119.1912,119.1912,119.1912,119.1912
08/07/2024,118.7518,118.7518,118.7518,118.7518
05/07/2024,118.7963,118.7963,118.7963,118.7963
04/07/2024,118.6265,118.6265,118.6265,118.6265
03/07/2024,118.4848,118.4848,118.4848,118.4848
02/07/2024,117.843,117.843,117.843,117.843
01/07/2024,117.9991,117.9991,117.9991,117.9991
30/06/2024,117.5059,117.5059,117.5059,117.5059
28/06/2024,117.5078,117.5078,117.5078,117.5078
27/06/2024,117.6416,117.6416,117.6416,117.6416
26/06/2024,117.0047,117.0047,117.0047,117.0047
25/06/2024,116.4484,116.4484,116.4484,116.4484
24/06/2024,115.7845,115.7845,115.7845,115.7845
21/06/2024,115.5606,115.5606,115.5606,115.5606
20/06/2024,115.7631,115.7631,115.7631,115.7631
19/06/2024,115.5708,115.5708,115.5708,115.5708
18/06/2024,115.8037,115.8037,115.8037,115.8037
14/06/2024,115.396,115.396,115.396,115.396
13/06/2024,115.0016,115.0016,115.0016,115.0016
12/06/2024,114.6529,114.6529,114.6529,114.6529
11/06/2024,114.397,114.397,114.397,114.397
10/06/2024,114.2719,114.2719,114.2719,114.2719
07/06/2024,114.3269,114.3269,114.3269,114.3269
06/06/2024,112.4974,112.4974,112.4974,112.4974
05/06/2024,111.6103,111.6103,111.6103,111.6103
04/06/2024,109.0507,109.0507,109.0507,109.0507
03/06/2024,114.8357,114.8357,114.8357,114.8357
31/05/2024,111.7437,111.7437,111.7437,111.7437
30/05/2024,111.4865,111.4865,111.4865,111.4865
29/05/2024,112.3088,112.3088,112.3088,112.3088
28/05/2024,112.995,112.995,112.995,112.995
27/05/2024,113.3353,113.3353,113.3353,113.3353
24/05/2024,113.3933,113.3933,113.3933,113.3933
23/05/2024,113.4207,113.4207,113.4207,113.4207
22/05/2024,112.0568,112.0568,112.0568,112.0568
21/05/2024,111.7653,111.7653,111.7653,111.7653
17/05/2024,111.3921,111.3921,111.3921,111.3921
16/05/2024,111.0806,111.0806,111.0806,111.0806
15/05/2024,110.2701,110.2701,110.2701,110.2701
14/05/2024,110.1215,110.1215,110.1215,110.1215
13/05/2024,109.5782,109.5782,109.5782,109.5782
10/05/2024,109.5441,109.5441,109.5441,109.5441
09/05/2024,109.0426,109.0426,109.0426,109.0426
08/05/2024,110.3949,110.3949,110.3949,110.3949
07/05/2024,110.2029,110.2029,110.2029,110.2029
06/05/2024,110.9921,110.9921,110.9921,110.9921
03/05/2024,111.2909,111.2909,111.2909,111.2909
02/05/2024,111.8535,111.8535,111.8535,111.8535
30/04/2024,111.5938,111.5938,111.5938,111.5938
29/04/2024,111.6531,111.6531,111.6531,111.6531
26/04/2024,110.7243,110.7243,110.7243,110.7243
25/04/2024,111.2856,111.2856,111.2856,111.2856
24/04/2024,110.4464,110.4464,110.4464,110.4464
23/04/2024,110.2979,110.2979,110.2979,110.2979
22/04/2024,110.1388,110.1388,110.1388,110.1388
19/04/2024,109.3897,109.3897,109.3897,109.3897
18/04/2024,108.9395,108.9395,108.9395,108.9395
16/04/2024,109.4357,109.4357,109.4357,109.4357
15/04/2024,109.9729,109.9729,109.9729,109.9729
12/04/2024,110.9103,110.9103,110.9103,110.9103
10/04/2024,111.8806,111.8806,111.8806,111.8806
09/04/2024,111.419,111.419,111.419,111.419
08/04/2024,111.4921,111.4921,111.4921,111.4921
05/04/2024,110.9784,110.9784,110.9784,110.9784
04/04/2024,111.0259,111.0259,111.0259,111.0259
03/04/2024,110.7675,110.7675,110.7675,110.7675
02/04/2024,110.7546,110.7546,110.7546,110.7546
01/04/2024,110.7884,110.7884,110.7884,110.7884
31/03/2024,110.2299,110.2299,110.2299,110.2299
28/03/2024,110.235,110.235,110.235,110.235
27/03/2024,109.3709,109.3709,109.3709,109.3709
26/03/2024,108.8976,108.8976,108.8976,108.8976
22/03/2024,109.1611,109.1611,109.1611,109.1611
21/03/2024,108.8367,108.8367,108.8367,108.8367
20/03/2024,107.9995,107.9995,107.9995,107.9995
19/03/2024,107.9021,107.9021,107.9021,107.9021
18/03/2024,108.8348,108.8348,108.8348,108.8348
15/03/2024,108.6854,108.6854,108.6854,108.6854
14/03/2024,109.2089,109.2089,109.2089,109.2089
13/03/2024,108.61,108.61,108.61,108.61
12/03/2024,110.2549,110.2549,110.2549,110.2549
11/03/2024,110.3901,110.3901,110.3901,110.3901
07/03/2024,110.9919,110.9919,110.9919,110.9919
06/03/2024,110.9106,110.9106,110.9106,110.9106
05/03/2024,110.4987,110.4987,110.4987,110.4987
04/03/2024,110.6611,110.6611,110.6611,110.6611
01/03/2024,110.3476,110.3476,110.3476,110.3476
29/02/2024,109.0306,109.0306,109.0306,109.0306
28/02/2024,108.8217,108.8217,108.8217,108.8217
27/02/2024,109.8033,109.8033,109.8033,109.8033
26/02/2024,109.5337,109.5337,109.5337,109.5337
23/02/2024,109.854,109.854,109.854,109.854
22/02/2024,109.7452,109.7452,109.7452,109.7452
21/02/2024,109.0125,109.0125,109.0125,109.0125
20/02/2024,109.5392,109.5392,109.5392,109.5392
19/02/2024,109.2309,109.2309,109.2309,109.2309
16/02/2024,108.9561,108.9561,108.9561,108.9561
15/02/2024,108.4524,108.4524,108.4524,108.4524
14/02/2024,108.011,108.011,108.011,108.011
13/02/2024,107.5653,107.5653,107.5653,107.5653
12/02/2024,107.0644,107.0644,107.0644,107.0644
09/02/2024,107.8257,107.8257,107.8257,107.8257
08/02/2024,107.6473,107.6473,107.6473,107.6473
07/02/2024,108.2474,108.2474,108.2474,108.2474
06/02/2024,108.176,108.176,108.176,108.176
05/02/2024,107.5458,107.5458,107.5458,107.5458
02/02/2024,107.9026,107.9026,107.9026,107.9026
01/02/2024,107.2717,107.2717,107.2717,107.2717
31/01/2024,107.2151,107.2151,107.2151,107.2151
30/01/2024,106.3759,106.3759,106.3759,106.3759
29/01/2024,107.2029,107.2029,107.2029,107.2029
25/01/2024,105.6886,105.6886,105.6886,105.6886
24/01/2024,105.9827,105.9827,105.9827,105.9827
23/01/2024,105.1657,105.1657,105.1657,105.1657
20/01/2024,106.4173,106.4173,106.4173,106.4173
19/01/2024,106.571,106.571,106.571,106.571
18/01/2024,105.8201,105.8201,105.8201,105.8201
17/01/2024,106.1863,106.1863,106.1863,106.1863
16/01/2024,107.7692,107.7692,107.7692,107.7692
15/01/2024,108.0849,108.0849,108.0849,108.0849
12/01/2024,107.3472,107.3472,107.3472,107.3472
11/01/2024,106.4284,106.4284,106.4284,106.4284
10/01/2024,106.2532,106.2532,106.2532,106.2532
09/01/2024,105.9606,105.9606,105.9606,105.9606
08/01/2024,105.8196,105.8196,105.8196,105.8196
05/01/2024,106.527,106.527,106.527,106.527
04/01/2024,106.2952,106.2952,106.2952,106.2952
03/01/2024,105.657,105.657,105.657,105.657
02/01/2024,106.1627,106.1627,106.1627,106.1627
01/01/2024,106.5151,106.5151,106.5151,106.5151
